Date;Location;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustDir;WindGustSpeed;WindDir9am;WindDir3pm;WindSpeed9am;WindSpeed3pm;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;Cloud9am;Cloud3pm;Temp9am;Temp3pm;RainToday;RainTomorrow
2018-04-13;Darwin;24.42;32.81;2.77;;;NE;7.2;N;S;3.6;2.6;74;88;1008;1011;75;0;28.78;25.59;Yes;
2018-04-14;Darwin;23.65;32.88;0.0;;;NNO;3.6;NNO;OSO;3.1;2.1;62;79;1006;1009;20;20;30.37;27.37;No;No
2018-04-15;Darwin;24.48;34.21;0.0;;;E;6.7;E;NE;5.14;1.54;41;78;1006;1009;0;0;32.17;26.79;No;No
2018-04-16;Darwin;23.98;35.15;0.0;;;E;8.2;E;N;4.12;0;30;88;1007;1010;0;20;33.75;25.37;No;No
2018-04-17;Darwin;23.82;35.0;0.0;;;ESE;7.2;ENE;OSO;3.6;2.1;32;74;1008;1011;0;0;33.26;27.06;No;No
2018-04-18;Darwin;25.29;33.44;0.6;;;NNE;5.1;NNO;NNE;4.12;3.1;70;74;1007;1010;40;0;31.06;27.99;No;Yes
2018-04-19;Darwin;24.45;33.18;1.71;;;E;10.8;NNE;E;5.14;1.03;49;88;1007;1011;20;75;31.26;25.81;Yes;No
2018-04-20;Darwin;23.61;33.47;0.6;;;E;6.2;ENE;NE;4.63;2.1;46;88;1008;1011;20;0;31.65;26.36;No;No
2018-04-21;Darwin;24.1;34.37;0.0;;;E;7.7;E;ENE;5.7;1.54;32;78;1008;1011;0;0;33.05;25.57;No;No
2018-04-22;Darwin;21.54;34.3;0.0;;;E;8.2;E;NE;6.2;1.54;34;83;1007;1011;0;0;32.51;26.14;No;No
2018-04-23;Darwin;22.22;34.0;0.0;;;O;4.1;ONO;SO;4.12;2.6;43;66;1008;1010;0;0;32.21;26.54;No;No
2018-04-24;Darwin;23.3;34.19;0.43;;;E;7.2;E;ENE;5.7;1.54;31;73;1007;1010;0;0;32.34;25.94;No;No
2018-04-25;Darwin;21.51;33.51;0.0;;;E;6.7;SSO;NNE;1.03;0.51;29;78;1007;1010;0;0;32;24.13;No;No
2018-04-26;Darwin;21.22;33.75;0.0;;;ONO;6.2;E;SO;4.12;2.6;27;65;1008;1013;0;0;32.51;25.33;No;No
2018-04-27;Darwin;22.04;32.0;0.0;;;ENE;4.1;NE;S;4.12;2.1;43;73;1010;1013;0;0;31.38;23.64;No;No
2018-04-28;Darwin;19.82;34.19;0.19;;;ESE;6.2;E;N;3.1;0;29;83;1008;1012;0;0;32.14;22.84;No;No
2018-04-29;Darwin;20.58;33.16;0.4;;;E;5.1;ENE;ENE;3.6;1.54;25;73;1009;1012;0;0;31.11;23.99;No;No
2018-04-30;Darwin;22.16;32.0;0.0;;;E;4.6;O;SO;2.1;1.54;40;65;1010;1014;0;0;30.94;26.13;No;No
2018-05-01;Darwin;22.88;32.49;0.0;;;E;6.2;ENE;ENE;4.63;0.51;46;74;1010;1013;75;0;31.36;27.22;No;No
2018-05-02;Darwin;24.62;32.25;0.13;;;ENE;4.6;NNE;NNE;4.12;1.54;52;74;1009;1012;75;0;30.61;27.04;No;
2018-05-03;Darwin;24.53;33.09;0.23;;;E;5.7;ENE;S;3.6;1.5;43;69;1010;1013;20;0;31.32;26.29;No;
2018-05-04;Darwin;24.04;34.13;0.47;;;ESE;5.1;NNO;ESE;4.63;1.03;62;83;1011;1015;20;0;31.4;25.63;No;No
2018-05-05;Darwin;22.86;33.59;0.0;;;E;10.3;E;SSE;5.14;1.03;36;74;1013;1016;0;0;32.13;26.55;No;No
2018-05-06;Darwin;20.58;33.25;0.0;;;ESE;7.7;E;SSE;6.7;0.51;35;73;1012;1014;0;0;31.86;23.69;No;No
2018-05-07;Darwin;19.21;34.04;0.0;;;E;8.2;E;N;3.6;0;33;83;1010;1012;0;0;32.08;24.45;No;No
2018-05-08;Darwin;20.7;34.09;0.0;;;E;6.7;E;OSO;3.6;1.54;30;74;1009;1013;0;0;32.56;26.1;No;No
2018-05-09;Darwin;21.6;34.28;0.0;;;E;7.2;E;S;4.63;1.03;26;69;1010;1014;0;0;32.02;24.81;No;No
2018-05-10;Darwin;22.23;33.37;0.0;;;E;7.2;E;S;5.14;1.54;27;73;1011;1014;0;0;32.26;23.91;No;No
2018-05-11;Darwin;21.62;33.3;0.0;;;ESE;8.2;E;SSE;5.7;3.6;27;37;1010;1013;0;0;31.96;26.47;No;No
2018-05-12;Darwin;23.0;30.31;0.0;;;SE;8.8;SE;SSE;4.63;4.12;20;31;1011;1015;0;0;30.13;25.1;No;No
2018-05-13;Darwin;19.82;31.0;0.0;;;SE;7.7;SSE;SSE;3.6;3.6;23;35;1011;1015;0;0;29.89;23.14;No;No
2018-05-14;Darwin;18.24;30.94;0.0;;;ESE;8.2;E;SSE;4.63;3.6;27;43;1011;1015;0;0;29.91;23.39;No;No
2018-05-15;Darwin;18.81;30.81;0.0;;;ESE;8.8;ESE;SSE;4.6;3.1;20;31;1011;1014;0;0;29.57;22.64;No;No
2018-05-16;Darwin;17.02;30.2;0.0;;;ESE;8.2;SE;SSE;4.12;3.1;19;27;1010;1013;0;0;29.36;22.91;No;No
2018-05-17;Darwin;16.35;30.0;0.0;;;ESE;8.2;ESE;SSE;5.7;3.6;15;33;1010;1013;0;0;29.04;22.26;No;No
2018-05-18;Darwin;16.89;30.8;0.0;;;ESE;8.8;ESE;S;4.12;2.6;25;50;1009;1012;0;0;29.42;23.63;No;No
2018-05-19;Darwin;18.39;30.99;0.0;;;ESE;7.7;E;S;3.6;2.6;25;83;1009;1013;0;0;30.31;22.07;No;No
2018-05-20;Darwin;18.9;32.08;0.0;;;E;8.2;E;SE;5.14;3.1;35;42;1009;1013;0;0;31.16;25.4;No;No
2018-05-21;Darwin;21.26;32.64;0.0;;;E;8.8;E;SSE;4.63;2.6;35;57;1010;1013;0;0;31.25;26.64;No;No
2018-05-22;Darwin;22.69;32.0;0.0;;;ESE;8.2;ESE;SE;5.7;2.6;25;50;1011;1014;0;0;31.19;24.37;No;
2018-05-23;Darwin;22.09;32.84;0.0;;;ESE;8.8;E;S;4.63;2.6;33;78;1010;1012;0;0;31.08;24.15;No;
2018-05-24;Darwin;20.59;32.27;0.0;;;ESE;6.7;ONO;S;2.6;3.1;45;78;1009;1012;0;0;30.18;24.55;No;No
2018-05-25;Darwin;20.73;33.12;0.0;;;E;6.7;ONO;NE;4.63;2.6;55;73;1008;1011;0;0;30.83;25.05;No;No
2018-05-26;Darwin;20.12;33.48;0.0;;;E;5.7;N;S;4.63;2.1;52;73;1009;1013;20;0;30.51;24.78;No;No
2018-05-27;Darwin;20.62;32.48;0.0;;;N;5.1;N;N;5.14;0;55;83;1009;1012;0;0;29.61;23.08;No;No
2018-05-28;Darwin;21.3;32.0;0.0;;;E;5.7;NNO;SO;4.1;1.5;35;83;1009;1012;0;0;31.34;23.65;No;No
2018-05-29;Darwin;20.0;33.19;0.0;;;ESE;7.7;ESE;SSO;4.63;1.54;22;78;1008;1012;0;0;31.19;23.56;No;No
2018-05-30;Darwin;18.54;32.46;0.0;;;E;9.8;ESE;E;7.72;1.03;25;83;1010;1013;0;0;30.62;22.22;No;No
2018-05-31;Darwin;20.53;32.43;0.0;;;E;11.3;ENE;SSO;4.63;1.54;27;73;1010;1013;0;0;30.83;25.16;No;No
2018-06-01;Darwin;22.42;31.83;0.35;;;E;7.2;N;SSO;3.1;2.6;40;78;1010;1013;0;0;30.49;23.89;No;No
2018-06-02;Darwin;19.6;31.35;0.0;;;E;7.2;NO;SSO;5.7;1.54;33;83;1010;1013;0;0;29.66;22.7;No;No
2018-06-03;Darwin;17.56;31.28;0.0;;;ESE;8.2;SE;N;2.1;0;18;82;1010;1013;0;0;29.7;19.68;No;No
2018-06-04;Darwin;16.35;30.34;0.0;;;ESE;7.2;ESE;S;3.1;2.6;14;68;1010;1014;0;0;28.73;20.34;No;No
2018-06-05;Darwin;14.93;29.51;0.0;;;E;7.7;E;SSE;3.1;1.03;14;56;1012;1014;0;0;28.13;19.97;No;No
2018-06-06;Darwin;15.41;29.09;0.0;;;ENE;6.7;ENE;E;3.6;2.1;21;68;1011;1014;0;0;27.36;20.26;No;No
2018-06-07;Darwin;15.75;30.0;0.0;;;E;4.6;NNE;ENE;3.1;1.03;42;78;1011;1014;0;0;29.35;22.03;No;No
2018-06-08;Darwin;18.31;30.5;0.0;;;E;7.2;NNO;S;4.63;2.1;48;78;1011;1014;20;0;28.98;22.71;No;No
2018-06-09;Darwin;19.0;31.0;0.0;;;E;6.2;N;ENE;4.12;1.03;58;88;1012;1014;20;0;29.29;23.25;No;No
2018-06-10;Darwin;19.78;31.25;0.0;;;NNO;5.7;N;S;5.7;1.54;54;83;1013;1015;0;0;28.91;22.88;No;No
2018-06-11;Darwin;18.56;30.68;0.0;;;ONO;5.7;N;S;5.14;1.54;54;83;1012;1015;20;0;28.69;22.99;No;
2018-06-12;Darwin;19.3;31.28;0.0;;;N;7.7;NNE;NNE;6.2;3.6;62;83;1010;1012;20;0;28.78;24.25;No;
2018-06-13;Darwin;20.78;30.81;0.0;;;N;5.1;N;N;5.14;0;66;83;1010;1013;20;0;28.59;22.79;No;No
2018-06-14;Darwin;20.25;30.97;0.0;;;NO;4.6;NNO;S;4.63;0.51;62;83;1011;1015;20;0;29.41;24.25;No;No
2018-06-15;Darwin;22.4;31.84;0.0;;;ESE;6.7;E;SE;5.14;1.54;29;83;1012;1016;0;0;29.39;23.18;No;No
2018-06-16;Darwin;21.51;32.23;0.0;;;ESE;9.3;E;S;7.2;1.54;29;73;1012;1016;0;0;30.71;23.45;No;No
2018-06-17;Darwin;21.2;31.56;0.0;;;SE;7.7;ESE;SSE;5.14;3.1;18;33;1012;1015;0;0;30.59;23.88;No;No
2018-06-18;Darwin;19.93;31.26;0.0;;;SE;6.7;NNO;O;4.12;1.03;42;78;1012;1015;0;0;29.51;22.58;No;No
2018-06-19;Darwin;19.62;31.89;0.0;;;ESE;5.7;NNO;SO;4.63;2.6;42;78;1013;1016;0;0;29.76;24.07;No;No
2018-06-20;Darwin;19.36;32.89;0.0;;;E;5.7;NNO;SSO;3.6;1.03;48;83;1012;1015;0;0;30.13;22.86;No;No
2018-06-21;Darwin;17.4;31.95;0.0;;;E;6.7;ONO;SSO;3.6;2.1;13;83;1012;1016;0;0;30.68;21.38;No;No
2018-06-22;Darwin;15.05;31.31;0.0;;;E;7.7;SE;SSO;3.1;3.1;16;83;1012;1015;0;0;30.01;21.78;No;No
2018-06-23;Darwin;15.43;30.96;0.0;;;ESE;7.7;E;S;3.6;3.1;15;73;1012;1016;0;0;29.92;20.85;No;No
2018-06-24;Darwin;15.31;30.54;0.0;;;ENE;7.2;NNO;SSO;3.1;1.03;45;88;1012;1014;0;0;29.05;22.33;No;No
2018-06-25;Darwin;17.81;31.43;0.0;;;E;5.7;NO;SO;3.6;1.54;51;83;1011;1015;0;0;29.46;22.87;No;No
2018-06-26;Darwin;20.43;32.0;0.0;;;E;6.7;E;SSO;6.7;3.6;35;83;1011;1014;0;0;30.56;24.61;No;No
2018-06-27;Darwin;20.78;31.51;0.0;;;E;9.8;E;SE;6.2;2.1;31;57;1011;1014;0;0;30.33;24.54;No;No
2018-06-28;Darwin;20.05;31.0;0.0;;;E;8.8;E;SSO;3.6;2.1;29;78;1010;1013;0;0;29.78;22.46;No;No
2018-06-29;Darwin;19.01;31.0;0.0;;;E;5.7;NNO;OSO;4.63;1.54;48;61;1010;1013;0;0;29.47;23.18;No;No
2018-06-30;Darwin;20.25;33.21;0.0;;;E;6.7;NNE;NE;4.63;1.54;40;65;1010;1014;0;0;30.33;25.25;No;No
2018-07-01;Darwin;20.73;32.98;0.0;;;E;9.8;E;E;7.72;5.14;38;54;1011;1014;0;0;31.7;27.43;No;
2018-07-02;Darwin;22.91;33.96;0.0;;;E;10.8;E;S;6.2;2.1;31;78;1010;1013;0;0;32.63;26.1;No;
2018-07-03;Darwin;21.87;33.21;0.0;;;ESE;9.3;E;SE;6.2;1.54;33;69;1010;1013;0;0;31.81;24.03;No;No
2018-07-04;Darwin;19.73;32.51;0.0;;;E;9.3;NNE;S;3.6;1.54;33;73;1010;1013;0;0;30.69;23.25;No;No
2018-07-05;Darwin;20.35;32.0;0.0;;;E;6.2;NNO;SO;4.63;2.6;48;69;1010;1013;0;0;30.1;24.02;No;No
2018-07-06;Darwin;19.56;30.48;0.0;;;ONO;5.1;NNO;SSO;4.12;2.6;58;83;1009;1012;20;0;29.41;23.09;No;No
2018-07-07;Darwin;19.77;30.91;0.0;;;ONO;4.6;N;SSO;4.63;0.51;51;88;1010;1013;100;0;29.73;23.21;No;No
2018-07-08;Darwin;19.53;30.17;0.0;;;ESE;7.7;ESE;SE;5.7;2.6;16;28;1010;1014;0;0;29.18;21.82;No;No
2018-07-09;Darwin;17.77;31.02;0.0;;;ESE;7.7;N;S;5.7;3.6;45;73;1011;1015;0;0;29.28;22.9;No;No
2018-07-10;Darwin;19.99;31.35;0.0;;;E;7.7;NO;SSO;4.63;2.6;51;78;1010;1014;0;0;29.38;23.03;No;No
2018-07-11;Darwin;17.38;31.53;0.0;;;ESE;6.7;S;SE;2.6;1.03;18;33;1010;1013;0;0;29.95;22.68;No;No
2018-07-12;Darwin;15.5;31.14;0.0;;;E;5.1;NNO;N;3.6;0;37;82;1010;1013;0;0;28.41;19.31;No;No
2018-07-13;Darwin;15.86;30.68;0.0;;;NNO;5.7;NNO;S;5.7;2.6;39;73;1010;1013;0;0;28.28;21.49;No;No
2018-07-14;Darwin;15.88;30.0;0.0;;;NO;4.1;NNO;ONO;4.12;0.51;48;83;1009;1012;20;0;28.43;21.28;No;No
2018-07-15;Darwin;16.5;30.09;0.0;;;NO;4.6;ONO;SO;3.6;2.1;45;73;1010;1012;20;0;28.19;21.77;No;No
2018-07-16;Darwin;17.18;32.22;0.0;;;ESE;6.7;N;N;5.14;0;58;78;1009;1012;0;0;28.63;23.48;No;No
2018-07-17;Darwin;17.53;31.68;0.0;;;NE;4.6;N;S;4.63;2.1;39;73;1010;1013;0;0;29.72;22.37;No;No
2018-07-18;Darwin;17.03;32.07;0.0;;;NNE;6.2;NNE;NE;5.7;2.6;40;65;1010;1012;0;0;29.9;23.88;No;No
2018-07-19;Darwin;18.98;33.0;0.0;;;NNO;4.6;N;S;4.63;2.1;51;83;1011;1014;20;0;29.69;24.65;No;No
2018-07-20;Darwin;22.12;33.66;0.0;;;NE;6.7;NNE;SSE;5.7;1.03;52;69;1010;1014;0;0;30.68;24.13;No;No
2018-07-21;Darwin;19.99;33.26;0.0;;;E;8.2;NNE;SSE;4.63;2.1;14;64;1011;1014;0;0;30.9;22.47;No;
2018-07-22;Darwin;15.67;32.13;0.0;;;ESE;6.7;S;S;3.6;0.51;9;77;1011;1014;0;0;31.52;21.6;No;
2018-07-23;Darwin;14.33;31.99;0.0;;;N;5.1;N;SSE;5.14;1.03;30;77;1011;1014;0;0;29.51;18.85;No;No
2018-07-24;Darwin;14.58;30.85;0.0;;;NO;4.6;N;S;4.63;1.54;58;83;1011;1014;0;0;28.94;22.45;No;No
2018-07-25;Darwin;18.61;31.07;0.0;;;ONO;5.1;N;S;4.63;1.54;58;78;1011;1013;0;0;29.3;23.09;No;No
2018-07-26;Darwin;19.71;30.9;0.0;;;N;5.1;NNO;OSO;4.12;0.51;61;83;1010;1013;0;20;28.52;22.39;No;No
2018-07-27;Darwin;21.84;29.95;0.39;;;NNO;4.6;N;O;3.1;2.1;58;78;1010;1013;20;20;29.2;24.15;No;No
2018-07-28;Darwin;20.27;30.26;0.0;;;NO;4.6;N;SO;3.6;2.6;58;83;1010;1013;20;20;28.75;23.76;No;No
2018-07-29;Darwin;20.75;31.22;0.25;;;NO;4.6;N;S;4.63;1.03;51;83;1010;1013;20;0;29.16;23.63;No;No
2018-07-30;Darwin;20.6;31.63;0.0;;;N;6.7;N;N;6.7;2.6;55;78;1011;1014;20;0;29.46;24.75;No;No
2018-07-31;Darwin;21.94;32.32;0.0;;;NE;7.7;N;NE;5.7;2.1;37;73;1011;1013;0;0;30.21;23.54;No;No
2018-08-01;Darwin;19.0;32.0;0.0;;;N;6.2;N;ENE;5.7;0.51;42;77;1011;1014;0;0;29.44;20.84;No;No
2018-08-02;Darwin;18.58;30.84;0.0;;;O;5.7;O;OSO;5.7;2.1;45;78;1011;1014;0;0;27.82;23.14;No;No
2018-08-03;Darwin;19.6;30.35;0.0;;;NO;6.7;ONO;OSO;5.14;2.6;54;78;1010;1013;0;0;28.93;23.95;No;No
2018-08-04;Darwin;21.41;32.16;0.0;;;ESE;5.1;N;NNO;3.6;1.03;29;78;1010;1012;0;0;31.09;22.54;No;No
2018-08-05;Darwin;19.56;31.51;0.0;;;N;5.1;N;O;3.6;1.54;45;65;1011;1013;0;0;29.06;24.59;No;No
2018-08-06;Darwin;19.73;33.55;0.0;;;S;6.2;SSO;SSE;4.63;2.6;16;27;1009;1013;0;0;32.58;24.37;No;No
2018-08-07;Darwin;20.6;33.81;0.0;;;ESE;6.7;NNO;SO;4.63;2.6;51;65;1010;1013;0;0;31.11;23.74;No;No
2018-08-08;Darwin;19.37;32.75;0.0;;;E;6.7;NNO;O;3.6;1.54;17;64;1010;1013;0;0;32.53;22.68;No;No
2018-08-09;Darwin;18.09;32.0;0.0;;;E;8.2;N;S;5.14;2.1;30;69;1012;1014;0;0;29.84;22.54;No;No
2018-08-10;Darwin;16.24;31.05;0.0;;;NNO;5.7;NNO;ONO;4.63;1.54;37;83;1011;1014;0;0;30.29;23.45;No;
2018-08-11;Darwin;18.35;31.63;0.0;;;ONO;5.1;ONO;SSO;5.14;3.1;40;50;1010;1013;0;0;29.49;23.21;No;
2018-08-12;Darwin;17.22;31.48;0.0;;;SE;7.2;NNO;SE;4.63;4.63;54;31;1011;1015;0;0;29.96;26.31;No;No
2018-08-13;Darwin;21.06;30.3;0.0;;;ESE;8.8;SSE;SSE;4.12;2.6;13;31;1013;1016;0;0;29.96;22.81;No;No
2018-08-14;Darwin;18.64;31.49;0.0;;;ESE;9.3;ONO;OSO;3.1;1.54;17;64;1012;1015;0;0;31.05;21.77;No;No
2018-08-15;Darwin;16.37;30.56;0.0;;;N;6.2;N;NNE;5.7;1.54;35;73;1011;1013;0;0;28.77;22.71;No;No
2018-08-16;Darwin;19.29;31.01;0.0;;;NNO;5.7;N;SO;5.7;1.03;45;78;1009;1012;0;0;29.38;22.7;No;No
2018-08-17;Darwin;19.71;30.9;0.0;;;ENE;5.1;N;SO;4.12;2.1;45;73;1009;1013;20;0;29.24;23.15;No;No
2018-08-18;Darwin;19.47;31.53;0.0;;;N;5.1;N;S;5.14;3.1;51;83;1010;1013;20;0;29.32;22.78;No;No
2018-08-19;Darwin;19.83;33.0;0.0;;;ENE;7.2;NNE;SSE;6.7;2.1;40;69;1011;1015;0;0;30.43;24.67;No;No
2018-08-20;Darwin;20.59;32.75;0.0;;;E;10.8;N;S;5.7;2.6;30;60;1011;1015;0;0;30.69;22.46;No;No
2018-08-21;Darwin;16.71;31.22;0.0;;;E;6.7;N;N;4.63;0;41;73;1010;1014;0;0;29.49;21.91;No;No
2018-08-22;Darwin;16.88;30.17;0.0;;;ONO;4.6;NNO;ONO;3.6;1.54;45;78;1010;1013;20;0;29.04;23.37;No;No
2018-08-23;Darwin;17.8;30.78;0.0;;;ONO;5.1;NO;O;4.12;2.6;45;69;1010;1014;20;0;28.51;23.74;No;No
2018-08-24;Darwin;17.72;31.18;0.0;;;ONO;6.2;ONO;O;5.7;2.1;48;68;1010;1013;0;0;30.37;22.65;No;No
2018-08-25;Darwin;16.41;33.12;0.0;;;N;5.1;N;ONO;4.12;3.6;37;73;1009;1013;0;0;30.19;24.31;No;No
2018-08-26;Darwin;18.5;31.89;0.0;;;NNO;5.1;ONO;O;4.12;2.1;33;73;1010;1014;20;0;29.96;24.25;No;No
2018-08-27;Darwin;20.37;32.46;0.0;;;N;6.2;NNE;S;6.2;1.03;35;69;1010;1014;0;20;30.16;25.56;No;No
2018-08-28;Darwin;20.5;32.0;0.27;;;NNO;6.2;N;SO;4.63;2.1;31;73;1010;1013;0;0;29.8;23.9;No;No
2018-08-29;Darwin;19.89;32.22;0.0;;;O;5.1;N;SO;5.14;2.6;35;73;1010;1012;0;0;30.05;23.77;No;No
2018-08-30;Darwin;20.55;30.79;0.0;;;N;5.1;O;O;4.12;2.6;42;78;1011;1014;0;20;29.78;24.38;No;
2018-08-31;Darwin;20.31;31.54;0.0;;;ONO;7.2;ONO;O;7.2;1.54;51;78;1011;1013;20;0;29.36;23.79;No;
2018-09-01;Darwin;20.37;31.97;0.0;;;ONO;7.7;ONO;SO;7.2;3.1;58;78;1010;1013;20;20;29.15;24.92;No;No
2018-09-02;Darwin;21.35;32.65;0.0;;;ONO;6.7;ONO;NO;6.2;1.54;55;69;1010;1013;20;0;30.52;25.46;No;No
2018-09-03;Darwin;21.75;34.02;0.0;;;NNE;6.2;N;NO;5.7;2.1;40;78;1009;1012;75;0;31.93;25.81;No;No
2018-09-04;Darwin;20.4;34.07;0.0;;;N;8.2;NNE;O;7.72;3.1;40;74;1010;1014;0;20;31.97;25.13;No;No
2018-09-05;Darwin;21.76;33.14;0.0;;;ONO;5.7;NNO;N;5.14;0;31;69;1009;1013;0;0;30.36;24.41;No;No
2018-09-06;Darwin;21.29;32.59;0.0;;;ONO;7.2;ONO;OSO;6.2;3.1;45;73;1008;1012;20;0;29.95;25.17;No;No
2018-09-07;Darwin;22.39;32.82;0.0;;;ONO;6.7;ONO;O;6.7;2.6;55;83;1009;1012;0;0;30.83;25.18;No;No
2018-09-08;Darwin;23.02;32.74;0.0;;;N;5.7;N;NE;5.7;1.03;52;78;1010;1013;20;0;30.91;24.86;No;No
2018-09-09;Darwin;22.42;33.17;0.0;;;NO;6.7;N;NO;6.2;3.6;48;74;1010;1015;0;20;31.39;26.46;No;No
2018-09-10;Darwin;22.83;34.58;0.0;;;ONO;7.7;ONO;O;6.7;2.1;66;83;1012;1015;20;0;30.26;25.23;No;No
2018-09-11;Darwin;21.85;33.34;0.0;;;ONO;6.7;ONO;OSO;5.7;2.6;42;83;1009;1011;20;20;30.11;24.62;No;No
2018-09-12;Darwin;22.33;33.12;0.0;;;NNE;6.2;NO;O;5.14;3.6;40;78;1008;1011;0;20;30.13;24.77;No;No
2018-09-13;Darwin;22.08;32.54;0.0;;;N;5.7;N;N;5.7;0;45;78;1008;1012;20;0;31.63;24.91;No;No
2018-09-14;Darwin;21.96;33.68;0.0;;;NO;5.7;NO;OSO;4.63;1.54;43;69;1009;1013;49;0;31.2;25.64;No;No
2018-09-15;Darwin;22.03;33.01;0.0;;;ONO;6.7;ONO;NO;6.7;3.6;51;74;1010;1012;20;0;30.5;25.92;No;No
2018-09-16;Darwin;23.0;33.54;0.0;;;N;6.7;N;O;6.7;2.6;40;69;1008;1013;20;75;31.2;26.8;No;No
2018-09-17;Darwin;23.52;34.0;0.0;;;NNO;6.17;N;O;5.66;4.63;49;74;1008;1012;0;20;32.04;25.26;No;No
2018-09-18;Darwin;23.0;34.0;0.0;;;NO;6.69;N;O;5.14;1.54;26;74;1008;1012;0;20;32.97;25.63;No;No
2018-09-19;Darwin;20.86;33.2;0.0;;;ONO;7.2;NO;ONO;6.2;0.51;58;78;1008;1012;20;40;31.48;25.36;No;
2018-09-20;Darwin;21.39;32.19;0.0;;;N;8.2;N;O;7.2;4.12;38;65;1008;1013;0;20;31.02;26.37;No;
2018-09-21;Darwin;22.57;34.77;0.0;;;N;6.2;NNO;S;5.7;2.1;31;69;1010;1014;20;0;31.86;24.91;No;No
2018-09-22;Darwin;20.19;34.82;0.0;;;ONO;7.7;N;ONO;7.2;2.6;40;74;1011;1015;0;20;32.04;26.6;No;No
2018-09-23;Darwin;21.48;34.3;0.0;;;N;6.7;N;NO;6.2;5.7;52;74;1011;1014;20;20;31.75;26.57;No;No
2018-09-24;Darwin;23.23;32.0;0.0;;;NNO;6.17;NO;O;5.14;1.03;52;70;1010;1013;20;20;30.76;26.36;No;Yes
2018-09-25;Darwin;23.78;33.38;3.9;;;NO;6.7;NNO;NE;5.14;3.1;45;69;1008;1012;0;20;30.97;26.3;Yes;No
2018-09-26;Darwin;22.68;33.66;0.18;;;ONO;7.7;N;O;6.2;4.63;35;69;1009;1013;0;20;31.89;26.28;No;No
2018-09-27;Darwin;23.84;33.13;0.6;;;N;6.2;N;S;5.7;2.1;48;73;1009;1012;0;20;31.31;25.86;No;Yes
2018-09-28;Darwin;24.0;33.99;2.1;;;NE;6.7;N;NNE;6.7;2.6;40;69;1009;1013;0;75;31.9;26.41;Yes;No
2018-09-29;Darwin;23.35;35.09;0.57;;;NE;8.2;N;NNE;7.2;2.6;40;61;1009;1013;0;0;32.16;25.9;No;No
2018-09-30;Darwin;20.58;33.04;0.0;;;E;11.3;NNE;NE;8.23;2.6;38;65;1010;1012;0;0;30.84;25.66;No;No
2018-10-01;Darwin;20.78;32.7;0.0;;;E;8.8;NNE;N;6.2;3.6;40;69;1010;1012;0;0;30.2;25.84;No;No
2018-10-02;Darwin;21.6;32.72;0.12;;;NE;8.2;ENE;NNE;8.23;3.1;35;74;1010;1013;0;0;30.5;26.23;No;No
2018-10-03;Darwin;22.68;33.89;0.0;;;N;7.2;N;O;7.2;4.63;43;74;1010;1014;0;40;31.86;26.44;No;No
2018-10-04;Darwin;22.98;34.64;0.0;;;NO;5.1;NNO;O;4.63;3.1;46;78;1010;1014;20;20;31.67;26.54;No;No
2018-10-05;Darwin;24.21;33.82;0.15;;;O;5.7;N;O;5.7;3.1;49;74;1009;1013;0;20;32.83;26.7;No;No
2018-10-06;Darwin;24.04;34.67;0.0;;;NO;5.7;ONO;ONO;5.7;3.6;62;70;1009;1013;20;20;31.84;27.35;No;No
2018-10-07;Darwin;23.63;34.81;0.0;;;NNO;5.7;ONO;NO;5.14;4.12;43;66;1009;1012;0;75;32.78;27.38;No;No
2018-10-08;Darwin;22.93;35.84;0.0;;;N;6.2;N;O;6.2;1.03;27;74;1008;1011;0;0;33.23;26.33;No;No
2018-10-09;Darwin;22.24;35.73;0.0;;;NNO;5.1;NNO;O;4.12;2.1;41;74;1008;1011;0;20;32.31;26.71;No;
2018-10-10;Darwin;22.78;34.83;0.0;;;NNE;8.2;NNE;O;8.23;3.1;33;66;1008;1011;0;0;32.61;27.39;No;
2018-10-11;Darwin;22.84;35.34;0.0;;;ONO;7.7;ONO;SSO;6.2;2.1;46;74;1009;1012;20;0;32.6;27.3;No;No
2018-10-12;Darwin;22.88;35.37;0.0;;;ONO;6.2;N;ONO;5.7;5.14;36;74;1008;1011;20;40;32.43;27.76;No;No
2018-10-13;Darwin;26.0;34.02;0.0;;;ONO;7.7;ONO;NO;7.72;4.12;62;79;1008;1011;20;40;30.92;27.56;No;No
2018-10-14;Darwin;26.41;34.49;0.0;;;ONO;8.8;ONO;O;7.72;2.6;59;79;1008;1011;20;75;31.6;27.92;No;No
2018-10-15;Darwin;26.75;33.5;0.0;;;ONO;6.7;ONO;NO;6.2;2.1;66;79;1009;1011;75;20;32.07;27.64;No;No
2018-10-16;Darwin;25.99;31.28;0.0;;;N;5.7;N;N;5.7;5.14;66;78;1008;1011;75;40;29.27;27.19;No;No
2018-10-17;Darwin;25.0;33.0;0.0;;;N;6.7;NNE;N;5.7;4.63;43;74;1007;1011;20;75;31.44;27;No;No
2018-10-18;Darwin;25.31;33.0;0.0;;;ONO;5.7;N;S;4.12;2.6;43;65;1009;1012;40;40;30.55;27.22;No;Yes
2018-10-19;Darwin;25.86;33.24;1.2;;;ONO;6.7;ONO;O;6.7;2.6;59;70;1009;1012;20;0;29.82;27.83;Yes;No
